date,username,created_at,tweet,heartbreak,Friendship issue,Work issues,Suicidal thoughts,insomania,looks_insecurity,mental health issue,family issue
15-03-2021,amanda_mental,2021-03-15 00:01:12 India Standard Time,these portion sizes in america are crazy no wonder we are obese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14-03-2021,amanda_mental,2021-03-14 08:03:20 India Standard Time,we do have big hearts bpdchat bpd borderlinepersonalitydisorder mentalhealthmatters,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14-03-2021,amanda_mental,2021-03-14 08:02:00 India Standard Time,or anything tbh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14-03-2021,amanda_mental,2021-03-14 07:58:51 India Standard Time,except yes suicidal shit bpd bipolar,0.0,0.0,0.09503076989568822,0.0,0.0,0.0,0.10732849802122316,0.0
14-03-2021,amanda_mental,2021-03-14 07:45:43 India Standard Time,getting a new tattoo on the th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14-03-2021,amanda_mental,2021-03-14 07:13:18 India Standard Time,thank you,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14-03-2021,amanda_mental,2021-03-14 07:03:10 India Standard Time,the random moment i feel like im gonna burst into tears bipolar bipolarchat,0.022198732755808984,0.0,0.0,0.0,0.0,0.0,0.04261797050401949,0.0
14-03-2021,amanda_mental,2021-03-14 04:47:59 India Standard Time,this headache feels like im dying,0.014568099016689434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14-03-2021,amanda_mental,2021-03-14 03:13:30 India Standard Time,more sex what,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12-03-2021,amanda_mental,2021-03-12 23:38:10 India Standard Time,tms consult went well hoping insurance will approve it,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02653474737096243
12-03-2021,amanda_mental,2021-03-12 10:12:02 India Standard Time,have a consult for tms tomorrow hopefully they accept me even with my diagnoses other than depression bpd bipolar,0.027237984512962266,0.021408043509898344,0.08252419675978932,0.021104687008523755,0.0,0.0,0.05966439764160986,0.0
11-03-2021,amanda_mental,2021-03-11 22:48:18 India Standard Time,why am i deserving of love love bpdchat bipolarclub bipolar,0.0,0.0,0.0,0.0,0.0,0.0,0.047899316020740136,0.04286130212737387
11-03-2021,amanda_mental,2021-03-11 04:46:15 India Standard Time,can we make it illegal for teachers to call on random students like if i knew the answer ill call it out school,0.02291250681284813,0.0,0.0,0.0,0.0,0.0,0.023241604135814897,0.0
10-03-2021,amanda_mental,2021-03-10 06:41:35 India Standard Time,where are my feelings  i no longer feel things  where is the real me  im lost and it kills me  im paralyzed  nf  bipolar borderline depression bpdchat bipolarclub,0.00920449644441081,0.0,0.0,0.03141272762071402,0.0,0.0,0.029868229855723072,0.0
09-03-2021,amanda_mental,2021-03-09 23:13:28 India Standard Time,it feels so good to go outside in the warmth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02860776795661773
07-03-2021,amanda_mental,2021-03-07 08:24:53 India Standard Time,when everyone makes your suicide attempt about them ltltlt bpd bipolar bpdchat borderlinepersonalitydisorder,0.0,0.045149820628666,0.0,0.022255019063708685,0.0,0.0,0.04205160186409929,0.0
07-03-2021,amanda_mental,2021-03-07 05:45:23 India Standard Time,hair color is currently blonde with some pink the natural color is dark brown biggest wish is to start controlling my impulses and i have  ear piercings and  tattoos one butterfly and one compass with purple roses,0.0,0.03953258173714972,0.0,0.020010552196738186,0.0,0.0,0.0,0.0
07-03-2021,amanda_mental,2021-03-07 01:44:20 India Standard Time,im usually like ok i have an apt at  pm lemme get this whole weeks worth of things done before,0.007812457101488446,0.0,0.08085876153309655,0.01794227306488264,0.0,0.0,0.0,0.0
06-03-2021,amanda_mental,2021-03-06 09:32:10 India Standard Time,intrusive thoughts ltltltlt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-03-2021,amanda_mental,2021-03-06 09:26:58 India Standard Time,texted the tattoo shop with my next tattoo idea superexcited bpdchat bipolarclub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-03-2021,amanda_mental,2021-03-06 08:56:26 India Standard Time,like will i ever be good enough,0.017472649436360222,0.06292443690246863,0.0,0.062032784331748046,0.09119202696503362,0.0,0.0,0.0
06-03-2021,amanda_mental,2021-03-06 08:53:51 India Standard Time,can we please give free proactive mental health treatment,0.08149108495860236,0.0,0.0,0.0,0.0,0.0,0.08571067958679028,0.0
06-03-2021,amanda_mental,2021-03-06 06:19:10 India Standard Time,trying harder at having theses more often xx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-03-2021,amanda_mental,2021-03-06 00:50:14 India Standard Time,hard to remember in the moment positiveaffrimatnoinans bpd bipolarclub bipolar bpdchat borderlinepersonalitydisorder,0.0,0.0,0.0,0.0,0.0,0.0,0.043810372500904485,0.0
04-03-2021,amanda_mental,2021-03-04 07:59:11 India Standard Time,im really thinking about taking a handful of pills,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04-03-2021,amanda_mental,2021-03-04 07:35:48 India Standard Time,knowme the one who sleeps with the light on  who is scared of being alone  in the deep dark  in the darkness  know me  the one who took those pills who is tempted to take more  to leave this  horrid world far far behind  poetry mentalhealthpoetry bpd,0.0,0.010797135306989763,0.0,0.0,0.0,0.0,0.0,0.0
04-03-2021,amanda_mental,2021-03-04 07:26:01 India Standard Time,figuring out who i am after being misdiagnosed for half of my life has been such a journey bpd bipolar,0.0,0.0,0.0,0.022743443524265536,0.0,0.0,0.03840130504573918,0.0
04-03-2021,amanda_mental,2021-03-04 07:10:27 India Standard Time,please answer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-03-2021,amanda_mental,2021-03-01 21:25:28 India Standard Time,will the medication help with suicidal thoughts bpd bipolar borderlinepersonalitydisorder,0.0,0.0,0.0,0.0,0.0,0.0,0.05260177320781748,0.0
01-03-2021,amanda_mental,2021-03-01 04:45:22 India Standard Time,anyone else experiencing extreme fatigue from medications bpd borderlinepersonalitydisorder bipolar,0.0,0.0,0.0,0.0,0.0,0.0,0.04240426286963319,0.0
27-02-2021,amanda_mental,2021-02-27 03:12:55 India Standard Time,im having a really good day,0.033211310989731825,0.0,0.11599452300168193,0.0,0.0,0.0,0.0,0.0
26-02-2021,amanda_mental,2021-02-26 02:13:51 India Standard Time,how could i,0.0,0.10875245376391583,0.0,0.0,0.0,0.0,0.0,0.0
25-02-2021,amanda_mental,2021-02-25 03:41:36 India Standard Time,mentalillness borderlinepersonalitydisorder bipolar bpd,0.0,0.0,0.0,0.0,0.0,0.0,0.0731240961293123,0.0
25-02-2021,amanda_mental,2021-02-25 01:39:36 India Standard Time,i literally dont do anything so  bpd bipolar borderlinepersonalitydisorder,0.016614283443880686,0.0,0.0,0.0,0.0,0.0,0.0659281606114404,0.0
23-02-2021,amanda_mental,2021-02-23 22:38:44 India Standard Time,i dont need no one else i can sabotage me by myself paramore bpd bipolar,0.011498543088299968,0.0,0.0,0.0,0.0,0.0,0.045619289835042806,0.0
23-02-2021,amanda_mental,2021-02-23 10:03:58 India Standard Time,whenever i bring something up its always i dont remember that or thats not what happened,0.012153049690117074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21-02-2021,amanda_mental,2021-02-21 10:02:40 India Standard Time,i wanna cut so bad i just spent over  that i dont have and i wanna take all my sleeping pills mixedepisode bipolar borderlinepersonalitydisorder,0.009200614549544205,0.0,0.0,0.02645836225307999,0.0,0.0,0.03650016977449029,0.0
21-02-2021,amanda_mental,2021-02-21 07:52:46 India Standard Time,sharing this to see if anyone is well off enough to donate anything they can retweet with your info to see if anyone can be generous thanks in advanced,0.0,0.03046432359352589,0.0,0.015016318844608016,0.031484111114249175,0.0,0.0,0.01795206455359702
21-02-2021,amanda_mental,2021-02-21 07:50:34 India Standard Time,what is medication supposed to do like how will i know im being rightly medicated bpd bipolar,0.008997969573679716,0.022308360990717,0.0,0.0,0.0,0.0,0.04229923437010865,0.0
20-02-2021,amanda_mental,2021-02-20 09:59:05 India Standard Time,have i lost my right to privacy bpd bipolar qotd,0.0,0.0,0.0,0.0,0.0,0.0,0.05144975944949879,0.06323487081299321
19-02-2021,amanda_mental,2021-02-19 23:55:48 India Standard Time,i feel like im two different people and i dont know who either of them are and im kinda freaking out mentally because i dont know what to do bpd bipolar borderlinepersonalitydisorder,0.03451853738702024,0.03552209228637354,0.0,0.0,0.0,0.0,0.033673367137343146,0.0
19-02-2021,amanda_mental,2021-02-19 07:28:00 India Standard Time,my girlfriend doesnt trust me for good reasons but it still sucks bpd bipolar borderlinepersonalitydisorder,0.023828045587256826,0.03745591649375369,0.0,0.0,0.0,0.0,0.044233517534651955,0.0
18-02-2021,amanda_mental,2021-02-18 09:12:27 India Standard Time,watching crazy ex girlfriend  any thoughts about it bpd netflix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17-02-2021,amanda_mental,2021-02-17 21:58:59 India Standard Time,working that  today wish me luck,0.0,0.06433400481982086,0.09247382994232475,0.0,0.0,0.0,0.0,0.0
16-02-2021,amanda_mental,2021-02-16 02:35:37 India Standard Time,what do you want to ask someone regarding borderlinepersonalitydisorder,0.0,0.0,0.0,0.02967081056070464,0.0,0.0,0.0,0.0
14-02-2021,amanda_mental,2021-02-14 07:41:43 India Standard Time,how would you explain bpd to the general public,0.02712287299906474,0.0,0.0,0.0,0.04848500757943135,0.0,0.044561937764177585,0.0
14-02-2021,amanda_mental,2021-02-14 04:06:44 India Standard Time,i wanna create a study on bpd what do you guys think there needs to be research on bpd research study researchstudy science mentalhealth borderlinepersonalitydisorder,0.0,0.0,0.0,0.015163538601615989,0.0,0.0,0.02049081170684953,0.0
11-02-2021,amanda_mental,2021-02-11 02:18:28 India Standard Time,honestly why most of my negative coping mechanisms come about,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-02-2021,amanda_mental,2021-02-11 00:06:30 India Standard Time,or around a bouts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-02-2021,amanda_mental,2021-02-11 00:06:14 India Standard Time,anyone following me from new york us,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-02-2021,amanda_mental,2021-02-08 17:18:38 India Standard Time,first day of clinical  so anxious  wish me luck bpd itsokaytonotbeokay bipolar mentalhealth,0.0151132637241366,0.03926937584807995,0.05278490262615205,0.0,0.0,0.0,0.12330887540097354,0.03005260959052392
06-02-2021,amanda_mental,2021-02-06 00:40:18 India Standard Time,meee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03-02-2021,amanda_mental,2021-02-03 00:21:44 India Standard Time,but broccoli be,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03-02-2021,amanda_mental,2021-02-03 00:05:32 India Standard Time,wish i had friends bpd bipolar,0.0,0.0715854392014579,0.0,0.0,0.0,0.0,0.07935186970683993,0.0
01-02-2021,amanda_mental,2021-02-01 21:10:45 India Standard Time,enjoy my pupperz prancing through snow dog puppy pets mentalhealth snow,0.0,0.0,0.0,0.0,0.0,0.0,0.026230631136543107,0.0
01-02-2021,amanda_mental,2021-02-01 06:50:12 India Standard Time,i feel like my fp dont like me bpd bipolar,0.060843458908713705,0.0,0.0,0.0,0.0,0.0,0.061731016950874365,0.0
31-01-2021,amanda_mental,2021-01-31 21:04:45 India Standard Time,that was my reaction to myself when i was diagnosed lol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31-01-2021,amanda_mental,2021-01-31 07:16:30 India Standard Time,literally was just saying this to my therapist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-01-2021,amanda_mental,2021-01-30 22:52:27 India Standard Time,my life,0.0,0.0,0.0,0.10574657171114875,0.0,0.0,0.0,0.0
29-01-2021,amanda_mental,2021-01-29 04:33:14 India Standard Time,like when i told my brother and confided in him when i was really struggling and he told me everyones struggling its a pandemic and i ended up in the hospital a week or two later because i was suicidal and i got diagnosed as bpd and bipolar no this shit is not normal,0.004880517652775309,0.0,0.03483224124375492,0.0,0.0,0.02465416441361496,0.03932731705983057,0.01790514328835665
29-01-2021,amanda_mental,2021-01-29 01:33:37 India Standard Time,i relate so bad,0.0,0.0,0.0,0.0675170935168226,0.0,0.0,0.0,0.0
29-01-2021,amanda_mental,2021-01-29 01:29:25 India Standard Time,made it to the gym in the first time since forever hoping to keep it up exercise mentalhealth motivation bpd bipolar,0.0,0.0,0.07418552935027388,0.0,0.0,0.0,0.1033596042746101,0.06946869567318556
28-01-2021,amanda_mental,2021-01-28 00:12:45 India Standard Time,so how do i go about following one because it is so hard right now,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09327818450691983
28-01-2021,amanda_mental,2021-01-28 00:04:52 India Standard Time,do routines and schedules help yall bpd bipolar,0.0,0.0,0.0,0.0,0.0,0.0,0.05077335975145105,0.0
27-01-2021,amanda_mental,2021-01-27 22:10:18 India Standard Time,starting vraylar today anyone have any experiences on this med bipolar bpd mentalillness,0.0,0.0,0.054024230633197855,0.0,0.0,0.0,0.04165146027066503,0.0
25-01-2021,amanda_mental,2021-01-25 06:08:44 India Standard Time,i feel so empty,0.032428023153628076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22-01-2021,amanda_mental,2021-01-22 23:51:01 India Standard Time,trust is the hardest thing to gain back any tips,0.0,0.039422841067631116,0.0,0.03886421107722618,0.04483195635285985,0.0,0.04120446605209951,0.0
20-01-2021,amanda_mental,2021-01-20 22:09:57 India Standard Time,changing my meds wish me luck bpd bipolar mentalhealth,0.0,0.047659354509743866,0.0,0.0,0.0,0.0,0.09310222361791021,0.0
20-01-2021,amanda_mental,2021-01-20 04:53:18 India Standard Time,facts mentalhealth,0.0,0.0,0.0,0.0,0.0,0.0,0.07302764501942059,0.0
18-01-2021,amanda_mental,2021-01-18 07:31:32 India Standard Time,true doe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16-01-2021,amanda_mental,2021-01-16 01:57:13 India Standard Time,just hooked up with my ex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13-01-2021,amanda_mental,2021-01-13 20:11:57 India Standard Time,why are mothers incapable of simply apologizing when something is their fault bpd bipolar depression mentalhealth parenting,0.0,0.0,0.0,0.0,0.0,0.0,0.06357469904237434,0.0
13-01-2021,amanda_mental,2021-01-13 04:40:12 India Standard Time,the alternatives are just not as good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12-01-2021,amanda_mental,2021-01-12 10:03:51 India Standard Time,i cant believe i ever thought this was just depression bpd bipolar mentalhealth,0.05273810413866504,0.0440236301560147,0.0,0.043399806011797014,0.060538350379536476,0.0,0.10130838276936513,0.0
11-01-2021,amanda_mental,2021-01-11 21:10:46 India Standard Time,i jump into things way too quick bpd bipolar,0.0,0.0,0.0,0.0,0.0,0.0,0.05428058485781114,0.0
10-01-2021,amanda_mental,2021-01-10 04:27:27 India Standard Time,chronic emptiness bpd mentalhealth,0.0,0.0,0.0,0.0,0.0,0.0,0.05077480741158982,0.0
08-01-2021,amanda_mental,2021-01-08 03:45:42 India Standard Time,nobody even gives a fuck bpd bipolar suicidal,0.04261081261264995,0.03349051505516578,0.0,0.03301594737822368,0.0,0.0,0.14157181608291555,0.0
08-01-2021,amanda_mental,2021-01-08 02:39:26 India Standard Time,im watching a puppy for a few months and im so mad because i wanna kill myself so bad and now is the time and i have this huge responsibility to this dog bpd sh suicidal bipolar mentalhealth,0.0,0.0,0.0,0.05565000295338482,0.0,0.0,0.0522925304275287,0.012486670949721066
07-01-2021,amanda_mental,2021-01-07 21:13:14 India Standard Time,well my girlfriend broke up with me finally because im a fucking cheater bpd bipolar i wanna die,0.0,0.0,0.0,0.03877324221550732,0.0,0.0,0.042085098595375764,0.026628082500626378
06-01-2021,amanda_mental,2021-01-06 14:39:57 India Standard Time,i have the worst social anxiety it severely hinders me at events everywhere i go bpd bipolar bpdchat mentalhealth socialanxiety,0.0,0.0,0.0,0.0,0.0,0.0,0.06128583330952615,0.01731904229307846
06-01-2021,amanda_mental,2021-01-06 14:25:05 India Standard Time,didnt ever think about this in terms of myself the spotlight was always on everyone else while i hid away i never realized how traumatic those experiences were even though i wasnt directly involved in them esp now it explains my attention seeking behaviors bpd bipolar,0.030840457328215304,0.031317420207054775,0.0,0.04405445579145976,0.016320119247233176,0.0,0.03739310354733897,0.0
06-01-2021,amanda_mental,2021-01-06 14:17:37 India Standard Time,tw  sh  my arm looks like a checkerboard the guilt and shame hasnt sunk in yet i havent had the urge to do it this much in so long i hope it stops soon bpd bipolar depression mania mentalheath selfharm,0.005330314560937033,0.0,0.08485834646401055,0.015551754652936803,0.0,0.017108710331465063,0.06136798380842813,0.046795278301702325
06-01-2021,amanda_mental,2021-01-06 07:28:14 India Standard Time,        bpd bipolar depression anxiety mentalhealth,0.0,0.0,0.0,0.0,0.0,0.0,0.13823009023844163,0.0
05-01-2021,amanda_mental,2021-01-05 22:04:45 India Standard Time,ive never thought about lighting myself on fire before is this a medication side effect bpdchat bpd bipolar latuda mentalhealth,0.019927263411838116,0.0,0.0,0.0,0.05924657601198087,0.0,0.05960563081851635,0.0
05-01-2021,amanda_mental,2021-01-05 05:52:14 India Standard Time,i want to hurt myself so bad,0.06023165573364655,0.09467968571650313,0.0,0.10566872933634094,0.0,0.10268254444445948,0.0,0.0
05-01-2021,amanda_mental,2021-01-05 04:59:43 India Standard Time,my mania be like,0.020761710869868402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04-01-2021,amanda_mental,2021-01-04 23:14:51 India Standard Time,my therapist was disappointed that i didnt reach out to her before i self harmed but she was on vacation and i didnt wanna bother her she said im never a bother its hard to believe bpd bipolar mentalhealth,0.0,0.0,0.0,0.0,0.017151135379363695,0.0,0.043276584719638425,0.0
04-01-2021,amanda_mental,2021-01-04 23:10:20 India Standard Time,being told im appreciated and will do great in whatever i choose to do in life feels amazing goodmood goodfeels bpd bipolar mondaymotivation mentalhealth,0.0,0.0,0.0,0.018920963984928776,0.0,0.0,0.05629785498967878,0.0
04-01-2021,amanda_mental,2021-01-04 19:26:58 India Standard Time,which celebrities do you think has borderline personality or bipolar disorder bpd bipolar mentalhealth celebrity,0.0,0.0,0.0,0.021364561221476407,0.0,0.0,0.10468378131493986,0.0
04-01-2021,amanda_mental,2021-01-04 01:14:39 India Standard Time,but if you say something negative ill never forget bpd,0.027656414154767682,0.07432634320661698,0.0,0.0,0.03999614476777085,0.0,0.0,0.0
03-01-2021,amanda_mental,2021-01-03 05:41:29 India Standard Time,understanding af mentalhealth bpd bipolar parenting,0.0,0.0,0.0,0.0,0.0,0.0,0.09729739053964892,0.0
03-01-2021,amanda_mental,2021-01-03 05:40:21 India Standard Time,you guys rock  bpd bipolar mentalhealth,0.0,0.0,0.0,0.0,0.0,0.0,0.11691187616395919,0.0
03-01-2021,amanda_mental,2021-01-03 04:15:28 India Standard Time,i might be getting a puppy i hope im not thinking maniacally and am thinking through this decision lol bipolar bpd honestly i would love her so much,0.015317076911045002,0.0,0.11152167116400022,0.02043756416042607,0.02738089693346122,0.022483660069536365,0.05809700360519372,0.054267542640676195
03-01-2021,amanda_mental,2021-01-03 01:12:59 India Standard Time,im having a hard time separating my actions due to my mental disorder and my who i am actions,0.0176905593520533,0.0,0.0,0.0,0.0,0.0,0.029064974233624596,0.015137546750270316
03-01-2021,amanda_mental,2021-01-03 01:00:28 India Standard Time,when i was hospitalized for the first time,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07548206629457954
01-01-2021,amanda_mental,2021-01-01 05:37:55 India Standard Time,comes and goes  bpd bipolar mentalhealth,0.0,0.0,0.0,0.0,0.0,0.0,0.121935966834748,0.0
30-12-2020,amanda_mental,2020-12-30 23:59:18 India Standard Time,i wanna self harm so bad right now bipolar bpd depression,0.0,0.0,0.0,0.038781356721030745,0.0,0.0,0.05350439012195635,0.06575951312456894
30-12-2020,amanda_mental,2020-12-30 00:44:45 India Standard Time,hate feeling ignored bpd bipolar mentalhealth,0.0,0.0,0.0,0.0,0.0,0.05266050122660067,0.11106537110646914,0.0
29-12-2020,amanda_mental,2020-12-29 01:14:40 India Standard Time,me tho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29-12-2020,amanda_mental,2020-12-29 01:12:09 India Standard Time,trapped                                                       like a vortex                                              a black hole sucking me in                 deeper darker                                            bpd poetry bipolar emotional mentalhealth,0.0071869067868661545,0.0,0.0,0.0,0.0,0.0,0.05953605559960994,0.0
29-12-2020,amanda_mental,2020-12-29 01:07:11 India Standard Time,i absolutely hate myself for cutting myself yet seeing the marks makes me just wanna cut again and worse than i did last night its a never ending cycle thats got me trapped selfharm bpd mentalhealth bipolar,0.0,0.021849675486475956,0.0,0.0,0.07194659621506261,0.023107653025293707,0.08880303591464558,0.017209661109470475
29-12-2020,amanda_mental,2020-12-29 01:01:22 India Standard Time,hard to look at it this way,0.04364669049851625,0.0,0.0,0.0,0.0,0.07440860096535368,0.07170999568055603,0.0
28-12-2020,amanda_mental,2020-12-28 21:20:46 India Standard Time,only always,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12-2020,amanda_mental,2020-12-28 21:14:12 India Standard Time,any new years resolutions bpd borderlinepersonalitydisorder bipolar mentalhealth,0.0,0.0,0.0,0.0,0.0,0.0,0.094629854158451,0.0
28-12-2020,amanda_mental,2020-12-28 09:53:46 India Standard Time,feeling written off by my girlfriend i was only trying to help  mentalhealth bipolardisorder borderlinepersonalitydisorder,0.0,0.0,0.0,0.0,0.0,0.0,0.03425920535518943,0.0
27-12-2020,amanda_mental,2020-12-27 06:31:45 India Standard Time,constant battle of social anxiety and loneliness bpd bipolar anxiety mentalhealthawareness,0.0,0.0,0.0,0.0,0.0,0.0,0.04215769122471902,0.0
27-12-2020,amanda_mental,2020-12-27 00:57:31 India Standard Time,suicideprevention mentalhealthawareness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27-12-2020,amanda_mental,2020-12-27 00:44:39 India Standard Time,but you never act like youve done any wrong,0.012522424425133214,0.0,0.12963401729676438,0.0,0.04111121719034649,0.0,0.06371990073419569,0.0
26-12-2020,amanda_mental,2020-12-26 00:42:24 India Standard Time,im crazy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-12-2020,amanda_mental,2020-12-25 23:17:47 India Standard Time,i made it,0.0,0.0,0.2846438026491105,0.0,0.0,0.0,0.0,0.0
25-12-2020,amanda_mental,2020-12-25 20:07:47 India Standard Time,and then there were none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-12-2020,amanda_mental,2020-12-25 01:22:01 India Standard Time,or safe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24-12-2020,amanda_mental,2020-12-24 22:49:25 India Standard Time,christmas is going to be hard i feel such depersonalization while spending time with my family then with my recent events of going to the hospital theyre going to be on such high alert,0.008190197342928623,0.0,0.0,0.0,0.0,0.0,0.0,0.011183564816198546
23-12-2020,amanda_mental,2020-12-23 23:53:59 India Standard Time,feeling like sabotaging myself well fuck,0.014462143914058461,0.0,0.0,0.0,0.0,0.0,0.056161470256507674,0.04302206892675112
23-12-2020,amanda_mental,2020-12-23 23:12:06 India Standard Time,starting fights to hurt your loved onesltltlt bpd bipolardisorder borderlinepersonalitydisorder,0.03114264478380156,0.09699109415884022,0.0,0.023670427345474233,0.0,0.05309178318577024,0.0,0.0
23-12-2020,amanda_mental,2020-12-23 21:34:59 India Standard Time,on point,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23-12-2020,amanda_mental,2020-12-23 06:14:34 India Standard Time,just like when youre screaming at your tv screen saying hes behind you,0.009623549494639085,0.04857327531090095,0.0,0.023942490866609017,0.0,0.0,0.0,0.0
23-12-2020,amanda_mental,2020-12-23 06:13:49 India Standard Time,simple answer for what i am still living for,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22-12-2020,amanda_mental,2020-12-22 21:11:24 India Standard Time,what is my purpose today who am i bpd borderlinepersonalitydisorder mentalhealthawareness mentalhealth,0.0,0.0,0.0700450403366448,0.0,0.0,0.0,0.04115818560116301,0.0
22-12-2020,amanda_mental,2020-12-22 20:58:09 India Standard Time,facts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22-12-2020,amanda_mental,2020-12-22 10:05:43 India Standard Time,great job keep going girl,0.0,0.0,0.0,0.0,0.0,0.0,0.0634307200969728,0.04780029725717137
22-12-2020,amanda_mental,2020-12-22 05:39:38 India Standard Time,why does my illness make me feel personally attacked about everything bpd bipolardisorder mentalillness mentalhealthmonday,0.012461693389705,0.0,0.0,0.0,0.0,0.0,0.02853483770558439,0.0
22-12-2020,amanda_mental,2020-12-22 00:33:36 India Standard Time,im so sick of not socially being considered sick,0.06942147337522445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21-12-2020,amanda_mental,2020-12-21 22:50:13 India Standard Time,bipolardisorder bpd mentalawareness mentalhealth,0.0,0.0,0.0,0.0,0.0,0.0,0.0531085340277508,0.0
21-12-2020,amanda_mental,2020-12-21 22:49:42 India Standard Time,i should get back to this cause this was a great way to focus my extra maniac energy,0.0,0.0,0.0,0.020156563381012123,0.0,0.0,0.0,0.0
21-12-2020,amanda_mental,2020-12-21 22:48:11 India Standard Time,health mentalhealth mentalillness bpd borderlinepersonalitydisorder bipolardisorder depression,0.034807313630691616,0.0,0.0,0.0,0.0,0.0,0.04420551657254303,0.0
21-12-2020,amanda_mental,2020-12-21 22:46:59 India Standard Time,depression mentalhealth,0.0,0.0,0.0,0.0,0.0,0.0,0.09322421711636236,0.0
21-12-2020,amanda_mental,2020-12-21 22:37:59 India Standard Time,im gonna use this account to blog about my experiences with my mental illnesses mentalhealth mentalhealthawareness bpd bipolar,0.019772598807558408,0.0,0.0,0.0,0.0,0.0,0.10335870017814118,0.0
