date,username,created_at,tweet
05-03-2021,anxietymsgs,2021-03-05 16:24:21 India Standard Time,another day of sadness has passed
05-03-2021,anxietymsgs,2021-03-05 16:24:11 India Standard Time,in god i found the real love
04-03-2021,anxietymsgs,2021-03-04 18:01:33 India Standard Time,i always stop trying when i feel unwanted
04-03-2021,anxietymsgs,2021-03-04 18:01:26 India Standard Time,in need of someone who appreciates me
03-03-2021,anxietymsgs,2021-03-03 18:06:36 India Standard Time,stay busy they dont deserve you
03-03-2021,anxietymsgs,2021-03-03 18:06:00 India Standard Time,i am always here to cheer you up
02-03-2021,anxietymsgs,2021-03-02 19:42:36 India Standard Time,give yourself a break sometimes
02-03-2021,anxietymsgs,2021-03-02 19:34:14 India Standard Time,take me back to the days were i sleep without overthinking
02-03-2021,anxietymsgs,2021-03-02 09:44:06 India Standard Time,no matter how many friends you have youll always die alone
02-03-2021,anxietymsgs,2021-03-02 09:43:54 India Standard Time,all i wanted was someone who really cared
01-03-2021,anxietymsgs,2021-03-01 19:00:35 India Standard Time,forehead kisses and tight hugs please
01-03-2021,anxietymsgs,2021-03-01 06:50:21 India Standard Time,another day same shit same mood
01-03-2021,anxietymsgs,2021-03-01 06:49:57 India Standard Time,it scares me how temporary everything is
28-02-2021,anxietymsgs,2021-02-28 15:53:19 India Standard Time,u will always be in my prayers
27-02-2021,anxietymsgs,2021-02-27 10:11:17 India Standard Time,please bring me to the place where pain and sadness doesnt exist
27-02-2021,anxietymsgs,2021-02-27 07:27:31 India Standard Time,sino ba sakanila ang nagsisinungaling handa na ba silang makuryente hahaha kuryentanong na ang babalahura ng mga tanong  sobrang laptrip to promise  watch na mga bes
26-02-2021,anxietymsgs,2021-02-26 20:15:24 India Standard Time,please value yourself more
26-02-2021,anxietymsgs,2021-02-26 17:45:41 India Standard Time,hey overthinkers were gonna be okay
26-02-2021,anxietymsgs,2021-02-26 16:12:01 India Standard Time,
26-02-2021,anxietymsgs,2021-02-26 09:40:19 India Standard Time,dear old me youve changed a lot
25-02-2021,anxietymsgs,2021-02-25 19:11:57 India Standard Time,girls never dress up to impress boys they get ready to take pictures
25-02-2021,anxietymsgs,2021-02-25 13:49:09 India Standard Time,my own expectations hurt me
25-02-2021,anxietymsgs,2021-02-25 10:25:34 India Standard Time,can i just disappear today and have a peace of mind
25-02-2021,anxietymsgs,2021-02-25 08:07:46 India Standard Time,still a hahahahaha person though im hurting that much
24-02-2021,anxietymsgs,2021-02-24 17:36:22 India Standard Time,the best revenge is to improve yourself
24-02-2021,anxietymsgs,2021-02-24 17:36:11 India Standard Time,missing my fav person lt
23-02-2021,anxietymsgs,2021-02-23 18:42:50 India Standard Time,sun after rain love after pain
22-02-2021,anxietymsgs,2021-02-22 19:32:38 India Standard Time,youre sleeping and im crying
21-02-2021,anxietymsgs,2021-02-21 19:18:42 India Standard Time,can i skip these bad feelings
20-02-2021,anxietymsgs,2021-02-20 21:18:21 India Standard Time,i want delete sadness button
19-02-2021,anxietymsgs,2021-02-19 18:53:43 India Standard Time,i need a long break from everything
19-02-2021,anxietymsgs,2021-02-19 18:53:33 India Standard Time,eyes talk better than words
18-02-2021,anxietymsgs,2021-02-18 19:19:51 India Standard Time,i procrastinate                i regret                                      procrastinating                                                 i procrastinate        i get stressed bc    stressfully                i procrastinated
17-02-2021,anxietymsgs,2021-02-17 18:27:43 India Standard Time,dear brain please stop overthinking im tired
16-02-2021,anxietymsgs,2021-02-16 18:41:04 India Standard Time,maturity is so attractive
15-02-2021,anxietymsgs,2021-02-15 18:46:39 India Standard Time,im not rich not smart not attractive but i know one day ill be succesful
14-02-2021,anxietymsgs,2021-02-14 17:03:25 India Standard Time,i just feel so tired and helpless
13-02-2021,anxietymsgs,2021-02-13 11:00:24 India Standard Time,dear happiness please come back to me im tired
10-02-2021,anxietymsgs,2021-02-10 18:34:55 India Standard Time,students are having a breakdown rn
09-02-2021,anxietymsgs,2021-02-09 18:49:27 India Standard Time,friends can break your heart too
08-02-2021,anxietymsgs,2021-02-08 18:40:37 India Standard Time,im lost and confused somebody help
07-02-2021,anxietymsgs,2021-02-07 20:38:54 India Standard Time,i miss how my parents hugged me
06-02-2021,anxietymsgs,2021-02-06 20:13:17 India Standard Time,stuck between overemotional amp emotionless at the same time
05-02-2021,anxietymsgs,2021-02-05 20:39:23 India Standard Time,i miss the old me the happy me
04-02-2021,anxietymsgs,2021-02-04 18:54:02 India Standard Time,i really  really   really    really     really      really       really      really    really  really really  really   really    really     really      really     really    really   really  really  really   really    really     really      really       miss my friends
04-02-2021,anxietymsgs,2021-02-04 18:53:54 India Standard Time,up all night overthink about everything
03-02-2021,anxietymsgs,2021-02-03 17:38:28 India Standard Time,bes hindi mo to kakayanin beki nirentahan ang buong resort hahaha  kindly watch this latest vlog one day bitch este beach to hahaha from laguna to pangasinan
01-02-2021,anxietymsgs,2021-02-01 16:04:14 India Standard Time,social distancing forever with toxic ppl
31-01-2021,anxietymsgs,2021-01-31 14:43:14 India Standard Time,i will never be the same as before
31-01-2021,anxietymsgs,2021-01-31 14:42:54 India Standard Time,i disappear sometimes it is my thing
29-01-2021,anxietymsgs,2021-01-29 19:21:27 India Standard Time,i choose silence every time
29-01-2021,anxietymsgs,2021-01-29 12:02:54 India Standard Time,imagine being enough for someone
29-01-2021,anxietymsgs,2021-01-29 12:02:47 India Standard Time,people who check up on you because they care are the best kind of people
29-01-2021,anxietymsgs,2021-01-29 12:02:12 India Standard Time,gusto mo bang dumami followers mo watch this vlog para sa tips amp advices watch na
28-01-2021,anxietymsgs,2021-01-28 19:17:25 India Standard Time,pain changes people it makes them trust less overthink more and shut people out
27-01-2021,anxietymsgs,2021-01-27 18:12:55 India Standard Time,when words fail eyes speak
26-01-2021,anxietymsgs,2021-01-26 13:26:10 India Standard Time,im grateful to those people who stayed with me despite me being useless
26-01-2021,anxietymsgs,2021-01-26 13:26:07 India Standard Time,
25-01-2021,anxietymsgs,2021-01-25 13:56:31 India Standard Time,they ignore you now but need you later
24-01-2021,anxietymsgs,2021-01-24 21:11:45 India Standard Time,gusto mo ba magkaroon ng new followers sa lyka app  follow mo to  imsuperaries nagfofollowback yan pramis
24-01-2021,anxietymsgs,2021-01-24 18:14:46 India Standard Time,missing night calls with you
24-01-2021,anxietymsgs,2021-01-24 09:46:43 India Standard Time,craving your hug again
23-01-2021,anxietymsgs,2021-01-23 15:37:27 India Standard Time,in case you forgot you still havent met all the people who are going to love you okay
22-01-2021,anxietymsgs,2021-01-22 20:21:47 India Standard Time,overthinking is my worst enemy
22-01-2021,anxietymsgs,2021-01-22 17:20:32 India Standard Time,learn to not care about what others think of you and youll be much happier
22-01-2021,anxietymsgs,2021-01-22 17:19:57 India Standard Time,
21-01-2021,anxietymsgs,2021-01-21 14:52:19 India Standard Time,cant do anything right i guess
21-01-2021,anxietymsgs,2021-01-21 14:51:56 India Standard Time,i had tears running down my face for people who never gave a fuck about me
20-01-2021,anxietymsgs,2021-01-20 03:28:20 India Standard Time,sosyal ang pafood tasting yayamanin hahaha super laptrip with empanada watch nyo na mga bhie
19-01-2021,anxietymsgs,2021-01-19 19:59:39 India Standard Time,everyday is a bad day some days are just worse than others
19-01-2021,anxietymsgs,2021-01-19 10:26:58 India Standard Time,im tired but i cant sleep
19-01-2021,anxietymsgs,2021-01-19 10:26:39 India Standard Time,i wanna go somewhere where no one knows my name
17-01-2021,anxietymsgs,2021-01-17 20:36:07 India Standard Time,another sad night to tell
15-01-2021,anxietymsgs,2021-01-15 20:35:08 India Standard Time,sometimes it feels better not to talk
15-01-2021,anxietymsgs,2021-01-15 20:34:52 India Standard Time,im not happy im not sad im just fine but im hurt
13-01-2021,anxietymsgs,2021-01-13 13:56:02 India Standard Time,we cant force people to appreciate us
13-01-2021,anxietymsgs,2021-01-13 13:55:52 India Standard Time,everyone hates me without knowing that i hate myself more
12-01-2021,anxietymsgs,2021-01-12 20:13:20 India Standard Time,bes watch this new vlog namigay sila ng kaunting pagkain sa mga bata last christmas eve sobrang saya late upload gawa ng  days
12-01-2021,anxietymsgs,2021-01-12 18:56:49 India Standard Time,from  to  real quick
12-01-2021,anxietymsgs,2021-01-12 18:56:41 India Standard Time,life can be so exhausting sometimes
11-01-2021,anxietymsgs,2021-01-11 20:41:45 India Standard Time, happy family
09-01-2021,anxietymsgs,2021-01-09 12:11:27 India Standard Time,be a good person in real life not just on social media
09-01-2021,anxietymsgs,2021-01-09 12:11:19 India Standard Time,sweet chats ft fake feelings
08-01-2021,anxietymsgs,2021-01-08 10:24:44 India Standard Time,if someone is okay with losing you they never really cared for you
08-01-2021,anxietymsgs,2021-01-08 10:24:33 India Standard Time,peace of mind and genuine happiness is all i want
07-01-2021,anxietymsgs,2021-01-07 19:25:17 India Standard Time,at this point im just numb and want to feel again
07-01-2021,anxietymsgs,2021-01-07 19:24:56 India Standard Time,no matter how many friends you have youll always die alone
06-01-2021,anxietymsgs,2021-01-06 19:50:09 India Standard Time,im sad im so sad and tired
06-01-2021,anxietymsgs,2021-01-06 19:50:01 India Standard Time,im not the same person i used to be
05-01-2021,anxietymsgs,2021-01-05 19:53:18 India Standard Time,bes gusto mo bang dumami ang followers mo dito sa twitter watch this vlog dali pramis eefective to go
05-01-2021,anxietymsgs,2021-01-05 18:59:16 India Standard Time,if it makes you happy it doesnt have to make sense to others
05-01-2021,anxietymsgs,2021-01-05 18:59:08 India Standard Time,are we still okay
